transaction_id,transaction_date,transaction_description,transaction_type,user_id,account_id,account_type,notes,location,payment_method,currency,debit,credit,category,subcategory,running_balance,is_recurring
cceffe18-51cf-4f8a-91dd-359c7a729a22,2024-04-28,Andrews-Graham,ACH Credit,user_2,account_10,Credit Card,,Crystalborough,Cash,USD,0.0,1066.05,Miscellaneous,,709210.4700000003,False
066b42db-bac6-4968-abae-04e0e418c551,2024-10-29,Macy's,POS Debit,user_5,account_9,Credit Card,,Mooreborough,Cash,USD,0.0,2760.92,Shopping,Electronics,1373843.4799999995,False
84c3e9c3-6a02-47b6-b1c5-e7f9291c3b8f,2025-04-07,Freeman-Fernandez,Online Payment,user_2,account_5,Savings,,Jordanmouth,American Express,USD,0.0,2702.02,Miscellaneous,,1745134.5599999994,False
af4fc1c4-59ac-45db-93c2-4192a635d016,2025-02-23,"Johnson, Wilson and Garcia",Online Payment,user_1,account_7,Credit Card,,Donnatown,JCB 16 digit,USD,0.0,294.04,Miscellaneous,,1576253.6999999986,False
4b4825d0-c207-436a-8e26-0f056e6cadd7,2024-10-07,Paycheck,ATM Withdrawal,user_1,account_5,Savings,Policy successful since boy knowledge series.,Dunnchester,Diners Club / Carte Blanche,USD,0.0,2242.06,Income,Freelance,1248607.43,True
c44c4fab-74a0-4db7-9022-b3bf99c9a201,2025-07-23,AT&T,Transfer,user_5,account_2,Checking,,Nicholasborough,American Express,USD,0.0,1913.75,Utilities,Internet,2206249.510000001,False
83e59460-5c83-470c-a320-a813b0f141a4,2025-04-02,Shell,Transfer,user_4,account_5,Credit Card,,New Andre,Cash,USD,0.0,4862.25,Transportation,,1730498.8299999991,False
0f52aa69-a199-48b5-aa14-1069c37bdcfa,2025-01-21,Shell,ATM Withdrawal,user_1,account_9,Checking,Past fight will sometimes writer.,Lake Wanda,Cash,USD,343.11,0.0,Transportation,Ride Share,1636580.4899999998,False
6859cc5a-9778-479a-a447-44040c74c871,2025-03-09,Comcast,ACH Credit,user_1,account_2,Savings,,West Allenfort,Cash,USD,0.0,4117.25,Utilities,,1778057.9400000006,False
1a75cf11-e0d6-4304-8f7b-5006eb421d23,2025-03-22,AT&T,ATM Withdrawal,user_1,account_9,Checking,,West Scott,Maestro,USD,0.0,469.22,Utilities,Electricity,1806925.86,False
4785f137-226b-4a37-a209-791501d02765,2024-02-19,Starbucks,ACH Credit,user_1,account_6,Checking,,East Maria,American Express,USD,0.0,1548.2,Dining Out,,572312.5800000004,False
9177407e-4ed3-4b52-ae8c-7f17631049a0,2024-08-30,Campbell Inc,Cash,user_5,account_3,Credit Card,,Klineport,Cash,USD,352.32,0.0,Miscellaneous,,1206947.5600000005,False
d519f15b-237e-4a8a-8a69-51b52d0a8d18,2024-09-19,Target,ATM Withdrawal,user_5,account_1,Credit Card,,Ericton,VISA 13 digit,USD,146.05,0.0,Shopping,Online,1128746.910000001,False
c9ee4806-05d6-40a4-8e6c-01cac897f920,2024-01-09,Carson Inc,ATM Withdrawal,user_5,account_10,Savings,Anything develop kitchen happy research course century tonight.,Port Susan,Cash,USD,0.0,359.06,Miscellaneous,,353781.1399999999,False
0b5044fc-e5af-4c7b-91e7-4d31d5ec44d8,2024-08-19,Walmart,Transfer,user_1,account_8,Credit Card,,Port Jacobmouth,JCB 16 digit,USD,0.0,1476.21,Groceries,Produce,1111914.4100000008,False
58e033da-b1a9-4ad0-9cb0-ab80b885cb8b,2025-08-28,Amazon.com,Online Payment,user_1,account_5,Savings,Price computer everybody over address information.,Carsonhaven,Cash,USD,0.0,1760.54,Shopping,,2198904.07,False
24b54e29-99bf-45f3-8db6-1e22dd7be24c,2024-07-15,Henry-Young,Transfer,user_1,account_4,Savings,,Amberbury,American Express,USD,0.0,1433.12,Miscellaneous,,899746.6499999997,False
538088ff-a414-4b99-b29e-fde5b7266da7,2025-07-12,Target,POS Debit,user_2,account_7,Checking,,Nicholasmouth,Diners Club / Carte Blanche,USD,0.0,4246.62,Shopping,,2012189.7999999989,False
dece93fe-d491-4b79-a6de-43422745aa2b,2025-02-13,Macy's,Transfer,user_2,account_6,Savings,,Port Susanland,VISA 16 digit,USD,0.0,2571.88,Shopping,Apparel,1663221.3600000006,False
f5a09cb1-7e4a-49d8-bcc3-7dad018c099d,2024-04-25,Uber,POS Debit,user_4,account_7,Checking,,East Melissa,Cash,USD,0.0,992.57,Transportation,Gas,711673.46,False
bc195d9b-b342-41a5-b2cc-11c2a67f421b,2024-05-31,Walmart,ATM Withdrawal,user_2,account_2,Credit Card,,Lake John,Cash,USD,0.0,529.91,Groceries,Dairy,832928.6999999997,False
4fda5182-bf89-4ae4-a6b0-048270248fc0,2025-06-04,Macy's,Cash,user_5,account_5,Credit Card,,West Alicia,Cash,USD,163.08,0.0,Shopping,Online,1932444.68,False
f1a9a10e-25cf-487c-9c50-67f06cc60b43,2023-09-01,Cruz-Charles,Transfer,user_2,account_6,Checking,,Port Bryanburgh,Cash,USD,0.0,4624.05,Miscellaneous,,19708.74,False
5a83c0d3-4696-4205-9e1f-a78bb550fc7d,2025-03-19,Brown-Skinner,Cash,user_3,account_3,Checking,,Jessicahaven,Cash,USD,0.0,3157.96,Miscellaneous,,1798746.9600000016,False
7321fbfe-a1c0-487e-829d-171129cc2a08,2024-10-20,Paycheck,Transfer,user_3,account_9,Credit Card,,Smithtown,JCB 16 digit,USD,0.0,2088.85,Income,,1351577.7099999995,False
aea6e304-afbe-4819-be68-39ef44b3e64e,2025-02-15,Paycheck,Online Payment,user_5,account_1,Credit Card,Without himself fish rest officer his.,East Jacqueline,Discover,USD,0.0,3995.81,Income,,1586275.840000001,False
738d28c4-cc38-4f9b-bbff-9727cbb5779b,2025-04-10,Macy's,Transfer,user_5,account_1,Checking,Once it evening wear.,Port Stacymouth,Cash,USD,0.0,567.53,Shopping,Online,1775156.8600000006,False
09652ab3-1b17-4e65-8bce-f6c0bf170e5d,2025-01-19,"Gonzalez, Harrison and Lester",ATM Withdrawal,user_2,account_3,Credit Card,,Terrychester,VISA 19 digit,USD,0.0,1162.96,Miscellaneous,,1618737.0900000015,False
31aea4ed-301a-4e9b-b4ea-2848132758c3,2025-02-21,Gym Membership,ATM Withdrawal,user_3,account_8,Checking,,Port Kristenborough,JCB 16 digit,USD,0.0,3602.61,Health & Fitness,N/A,1696984.9300000009,False
cbe68470-f18e-4b5b-9272-1d9cdd3db16a,2025-01-28,Morgan Group,Transfer,user_3,account_9,Credit Card,,Morrisborough,Cash,USD,0.0,1971.71,Miscellaneous,,1654094.1299999997,False
3146c124-3449-4964-87c2-6e849050e8da,2024-05-24,Walmart,Cash,user_5,account_8,Checking,Enough move might alone plan blood.,Lake Latoyamouth,Cash,USD,0.0,3321.54,Groceries,,835692.4800000004,False
df01ee04-6e4b-445a-842c-f17966f21ab6,2025-01-01,Walmart,POS Debit,user_2,account_3,Checking,,Gregoryberg,American Express,USD,0.0,2070.0,Groceries,Produce,1568657.1800000016,False
c9871568-64db-48bf-88c0-e42e5e65b8a9,2024-10-12,Green Group,ACH Credit,user_4,account_9,Savings,,Ericshire,JCB 16 digit,USD,0.0,427.93,Miscellaneous,,1327584.3099999996,False
13284477-7c6a-491d-bcac-183e6a8260bc,2024-07-03,Peters Ltd,POS Debit,user_3,account_3,Checking,,Yoderland,Mastercard,USD,218.24,0.0,Miscellaneous,,946968.3999999996,False
54b1a722-609a-44df-b033-32271030dcc1,2024-11-15,Gym Membership,POS Debit,user_1,account_8,Checking,,Murrayhaven,JCB 16 digit,USD,0.0,1825.25,Health & Fitness,N/A,1422574.100000001,False
952ad5ec-8888-48b0-8089-b59d01230cab,2025-04-13,Amazon.com,Transfer,user_1,account_5,Checking,,Johnstonmouth,Cash,USD,0.0,3548.24,Shopping,Online,1772741.1899999997,True
0c74a15a-f683-46d0-a742-9a71a62058d9,2025-01-04,Amazon.com,ACH Credit,user_1,account_1,Checking,,Pricemouth,VISA 16 digit,USD,0.0,4322.59,Shopping,Apparel,1446200.5900000003,False
385731c3-18c5-440f-b991-9458c611cd60,2023-12-10,"Jackson, Walton and Wagner",POS Debit,user_1,account_9,Checking,,Stephanieland,Cash,USD,0.0,2508.0,Miscellaneous,,373483.4099999999,False
20148aef-81e5-44eb-ad9c-9645322c4fdd,2024-08-17,Whole Foods,Transfer,user_2,account_4,Checking,,North Kevinfort,Mastercard,USD,0.0,432.68,Groceries,Produce,1001063.7399999998,False
484d6016-cc1b-4c2e-b412-6b0ad7863821,2025-05-02,Dental Office,Cash,user_3,account_4,Checking,,East Andrew,Cash,USD,0.0,1623.33,Health & Medical,N/A,1882986.0400000007,False
c0210a0b-c352-4e53-8c03-2a4501b3331d,2025-06-24,Gym Membership,Cash,user_5,account_8,Checking,,Michaelville,VISA 13 digit,USD,0.0,3323.25,Health & Fitness,N/A,2084435.9000000001,False
042164e0-8857-40e3-b88a-df9f66f5cc22,2024-07-09,Newman LLC,POS Debit,user_2,account_9,Checking,Every know remain focus single industry animal.,West Johnbury,Mastercard,USD,0.0,1948.41,Miscellaneous,,1020129.0399999996,False
06f56268-03ed-47ae-952e-4ccc5f4acc8e,2024-10-11,Freelance Income,Online Payment,user_2,account_2,Credit Card,,Lake Kimberlystad,Cash,USD,0.0,64.55,Income,Freelance,1283099.1099999999,False
ece133c7-6868-400b-9198-92c85aece935,2025-01-15,Gym Membership,POS Debit,user_5,account_3,Credit Card,,Brownville,Cash,USD,0.0,1960.53,Health & Fitness,N/A,1608574.6500000015,False
ee15f9c9-3703-4b2d-b25a-60a2d21a3d57,2024-10-01,King Ltd,ATM Withdrawal,user_5,account_5,Credit Card,,Stoneland,JCB 16 digit,USD,0.0,482.97,Miscellaneous,,1226843.2200000002,False
badac70e-f433-4ed7-8c48-826918094f94,2023-12-11,Calhoun LLC,Online Payment,user_5,account_1,Credit Card,Themselves around future address plant everybody.,West Stephen,JCB 16 digit,USD,0.0,4349.07,Miscellaneous,,309556.9000000002,False
e464e58f-95b4-4c3c-ad92-bf886d1de263,2025-06-06,Whole Foods,Cash,user_4,account_5,Savings,,Donaldville,Mastercard,USD,0.0,4783.5,Groceries,Produce,1952675.0799999998,False
2a625993-21c3-4d6e-92e6-878c832431ff,2023-12-05,AT&T,Cash,user_1,account_3,Savings,Dream which go water per international.,Port Katherineview,Cash,USD,0.0,1698.92,Utilities,Electricity,318601.8,False
1b9650b0-c70a-42ed-a4b0-8736cefb6087,2023-11-14,Reynolds-Cobb,ATM Withdrawal,user_3,account_2,Credit Card,,Clarkburgh,American Express,USD,0.0,2018.75,Miscellaneous,,250498.07,False
1fcbbb4b-c63b-47d5-a911-51f475676259,2024-12-21,Petersen Inc,Cash,user_3,account_2,Credit Card,,West Vanessaborough,VISA 19 digit,USD,0.0,485.66,Miscellaneous,,1526509.3700000003,True
740fc110-bd2a-4a90-b813-bc1147afe002,2024-01-05,Spotify,Transfer,user_2,account_9,Credit Card,,Russellton,Discover,USD,63.21,0.0,Entertainment,,445926.39999999985,False
9b4502f1-a414-4de9-be58-07734a7c7fb1,2024-10-10,Paycheck,Cash,user_4,account_7,Credit Card,,Pattonport,Cash,USD,462.7,0.0,Income,Freelance,1221170.169999999,False
6aa3bbbf-4ac5-4a4c-a454-c2b3a54e0b64,2024-08-31,White Group,Cash,user_1,account_2,Savings,,Jenniferberg,Discover,USD,0.0,3902.95,Miscellaneous,,1154972.1399999994,False
89531c46-1852-4e29-8531-b71d94ed46d2,2025-02-24,Starbucks,POS Debit,user_5,account_5,Checking,,Jessicaview,VISA 13 digit,USD,0.0,191.41,Dining Out,Restaurants,1608496.6699999992,False
f8895614-4538-4296-b44f-77f51104c271,2025-08-10,Comcast,POS Debit,user_1,account_4,Checking,,Stephensfurt,American Express,USD,0.0,1085.32,Utilities,,2219334.1999999997,False
f1d13c08-6e89-4c4f-9610-69a1fd4a5cec,2023-10-02,Rent Payment,ACH Credit,user_5,account_9,Savings,,East Richard,JCB 16 digit,USD,0.0,714.56,Housing,Mortgage,156208.79999999996,False
aafe7ccf-d130-4c07-b120-31d91eddea3c,2024-10-09,Barber-Graham,Online Payment,user_5,account_9,Savings,,Port Davidshire,Cash,USD,0.0,791.67,Miscellaneous,,1316624.9199999997,False
79dec099-645c-48c5-a585-0c51e35a1aca,2023-09-27,Velez LLC,Online Payment,user_3,account_5,Checking,,Longshire,Cash,USD,0.0,1937.5,Miscellaneous,,78854.2,False
904477e8-f68a-45d9-a62f-5987f08a09ef,2025-06-09,"Romero, Walker and Larson",ACH Credit,user_3,account_10,Savings,,Kerrfurt,Cash,USD,0.0,747.53,Miscellaneous,,2096656.990000004,False
f486982a-7266-44eb-9425-b269327a7a53,2025-03-29,Dr. Smith MD,ACH Credit,user_3,account_4,Credit Card,,Kellyview,Cash,USD,0.0,2625.7,Health & Medical,N/A,1753114.6500000001,False
d00065ca-4e29-4f88-98f6-d96525bb176c,2023-12-09,Dental Office,POS Debit,user_5,account_3,Checking,Nor wish group himself.,Greenland,VISA 16 digit,USD,407.55,0.0,Health & Medical,N/A,328880.87,False
a3a54fef-4829-48b9-8ac3-89616f48e718,2025-07-26,Target,ACH Credit,user_4,account_8,Savings,Perhaps including weight he guess.,West Sean,JCB 16 digit,USD,0.0,3785.93,Shopping,Apparel,2216810.3899999997,False
9bbcb3b4-0cb4-436d-a60e-e8f012baecbe,2025-05-04,Roberts-Collier,Online Payment,user_2,account_8,Checking,,Peterfort,Discover,USD,0.0,4223.97,Miscellaneous,,1894970.2199999997,False
3ee1bb6c-5f43-4e46-8abf-e014546c0b88,2024-03-11,Goodman PLC,POS Debit,user_5,account_2,Credit Card,,East Tyler,Maestro,USD,0.0,2344.45,Miscellaneous,,604237.95,False
b9c20e0a-9f25-45a2-80e9-876c48e9bd2a,2025-04-24,Paycheck,ATM Withdrawal,user_5,account_4,Credit Card,Several imagine notice our thus reach.,Connorburgh,VISA 16 digit,USD,0.0,3572.66,Income,Freelance,1858876.8900000006,False
326f27d7-b819-47f8-94d1-dc31f3971c1d,2024-07-30,Rent Payment,ATM Withdrawal,user_2,account_9,Checking,,Lake Reneeside,VISA 16 digit,USD,0.0,2358.89,Housing,Mortgage,1080439.1599999992,False
6129e3ea-e3f9-4ea3-a544-7eb2fad8a737,2024-07-12,"Wade, Huynh and King",POS Debit,user_3,account_10,Credit Card,,Melissashire,Mastercard,USD,0.0,2196.91,Miscellaneous,,995605.5800000007,False
838901f5-74c5-4b6b-9c7a-179c7827b410,2024-06-11,Mcintyre PLC,ACH Credit,user_1,account_10,Credit Card,,New Eddiehaven,VISA 16 digit,USD,0.0,1637.21,Miscellaneous,,872239.9200000007,False
2b302505-954a-43e6-b88d-c1452295232e,2023-11-16,Morgan-Allen,Cash,user_3,account_2,Savings,,Lake Tylerfurt,Maestro,USD,0.0,4158.55,Miscellaneous,,255834.31,False
b07c9294-7eaa-4243-ba9a-b0e170a1a1a3,2024-01-21,AT&T,Online Payment,user_3,account_6,Checking,,Brownfort,VISA 16 digit,USD,383.93,0.0,Utilities,,482860.5300000003,False
d2ba4531-4eb3-4285-8153-8abf482979e5,2024-09-19,Uber,Transfer,user_2,account_5,Checking,,West Justin,Diners Club / Carte Blanche,USD,0.0,289.52,Transportation,Gas,1195014.6500000006,False
78da36d9-5169-4f63-a18f-ca74286dc8c1,2025-07-25,"Diaz, Martin and Gonzales",ACH Credit,user_2,account_4,Savings,Physical reach manage yet protect land.,Masonmouth,Maestro,USD,0.0,1776.1,Miscellaneous,,2168260.3499999996,False
5169d855-bbea-44b0-a415-21d51aebc7a3,2024-06-07,Whole Foods,Cash,user_5,account_1,Credit Card,,North Kendrabury,VISA 16 digit,USD,0.0,2845.86,Groceries,Snacks,823749.2000000011,False
5d730f6d-ca47-4b33-8339-ff77bdcba9e4,2025-08-28,Whole Foods,Transfer,user_3,account_8,Credit Card,,East Joshua,Diners Club / Carte Blanche,USD,0.0,174.94,Groceries,Snacks,2307474.5,False
6c62c5f3-8ef3-46cc-926a-b51fa4929706,2024-01-30,Paycheck,ATM Withdrawal,user_1,account_2,Credit Card,Least race available look.,Lake Stephanie,JCB 16 digit,USD,0.0,1356.29,Income,Salary,493255.17,True
36fef6ec-9b31-4e42-9848-f70cc15ee1d0,2025-05-07,Walmart,Cash,user_2,account_10,Checking,,New Davidbury,Maestro,USD,0.0,4925.09,Groceries,Produce,2005121.4000000036,False
da1db1c0-c6c4-4c15-80e4-fbbf3b2cdcce,2025-04-22,Dental Office,Online Payment,user_2,account_10,Savings,,Caitlinshire,Cash,USD,0.0,4998.12,Health & Medical,,1954199.9200000034,False
e99a0f78-1fd8-486a-8f45-ed97415473e7,2023-09-07,Uber,Online Payment,user_1,account_3,Credit Card,,South Bradleyville,Cash,USD,0.0,722.45,Transportation,Gas,40437.10999999999,False
1a80dba6-de66-4982-8002-5bbdfdfcd534,2024-01-18,"Roberts, Gordon and Wright",Online Payment,user_3,account_3,Savings,,Lake Jenniferside,Cash,USD,0.0,3668.83,Miscellaneous,,430675.11999999994,False
268d7bec-5b11-48f7-ba07-85212aed9f6a,2024-12-29,Macy's,ACH Credit,user_4,account_8,Credit Card,,Burnettstad,Cash,USD,0.0,4911.05,Shopping,,1535693.5300000007,False
9aceb01f-b52f-4778-8d50-dcddd4d01ba1,2024-07-22,AT&T,POS Debit,user_4,account_1,Savings,Around child energy movement tend.,Friedmantown,Discover,USD,0.0,3457.95,Utilities,Electricity,965005.6800000011,False
b3c0d82c-b409-4337-a8e0-f45883a27f25,2024-08-08,Park PLC,ATM Withdrawal,user_1,account_9,Savings,,New Brian,American Express,USD,0.0,2264.6,Miscellaneous,,1092742.3699999994,False
7468faaa-7723-4327-b4e2-8022e60ee0b1,2024-09-29,"Davis, Griffin and Ortega",ATM Withdrawal,user_3,account_3,Credit Card,,East Melanie,Cash,USD,0.0,4976.65,Miscellaneous,,1292073.9200000004,False
3ef97217-233c-4f54-8fac-200ed032143d,2024-12-05,Macy's,ATM Withdrawal,user_4,account_4,Savings,,New Michaelmouth,JCB 15 digit,USD,0.0,4431.78,Shopping,,1392562.6200000003,False
a590f5ec-93d1-40b4-b142-b437e6c81b7f,2024-10-08,"Erickson, Newton and Russell",ATM Withdrawal,user_3,account_10,Checking,,Poncebury,VISA 16 digit,USD,0.0,4618.95,Miscellaneous,,1322600.9400000016,False
2fc23c88-4532-46ca-b613-98693cdc9169,2023-09-08,Whole Foods,Online Payment,user_3,account_4,Checking,,Leeburgh,VISA 16 digit,USD,0.0,1604.53,Groceries,Dairy,46325.92999999999,False
2c09a780-83e8-4739-a4f6-f30022f1ba63,2024-08-17,Blankenship and Sons,POS Debit,user_4,account_10,Savings,,Simmonsshire,VISA 16 digit,USD,0.0,2144.21,Miscellaneous,,1116416.030000001,False
cd68393c-0fc8-44da-90e9-8b61bac98e88,2024-05-26,Whole Foods,Online Payment,user_5,account_4,Credit Card,,Port Lawrence,Cash,USD,0.0,658.94,Groceries,Produce,759908.0799999998,False
88390903-fae2-487f-9192-28b688ca381a,2024-05-08,Evans PLC,Transfer,user_2,account_1,Credit Card,,West Mark,Discover,USD,0.0,4617.5,Miscellaneous,,752519.8500000009,False
b1a73953-8c83-4c78-a732-b0d74e550b7a,2024-12-06,Williams-Young,Transfer,user_5,account_8,Credit Card,Yard camera gun.,Lanceland,Cash,USD,0.0,391.99,Miscellaneous,,1478889.730000001,False
8bb558ba-7c82-4269-903c-12ca35422b66,2024-01-10,"Jordan, Garner and Gallagher",Transfer,user_4,account_10,Credit Card,,Bryanfurt,JCB 15 digit,USD,0.0,2522.82,Miscellaneous,,358389.9799999999,False
1530c737-91b8-42c2-b732-77416ba94726,2023-11-26,Paycheck,ACH Credit,user_3,account_8,Credit Card,,Lake Carolineland,Maestro,USD,0.0,2939.2,Income,Salary,324071.61,False
072b1a00-f158-4c24-b485-68e8d1011b13,2024-12-25,"Harris, Ortiz and Smith",ACH Credit,user_5,account_8,Checking,,Suzanneton,JCB 16 digit,USD,0.0,3878.16,Miscellaneous,,1529876.7400000005,False
c4d3f8dd-010c-44d4-a7ca-7cd07906f524,2024-10-12,Spotify,ATM Withdrawal,user_5,account_9,Savings,Watch right style themselves staff.,Maystad,VISA 13 digit,USD,0.0,4593.25,Entertainment,Streaming,1327156.3799999997,False
7dee2601-744e-4fe1-9090-27aa2f03476c,2024-08-09,Macy's,ACH Credit,user_5,account_3,Savings,,Aliciatown,Cash,USD,0.0,1490.03,Shopping,,1118786.73,True
a062f86f-bc4d-4bee-88bb-2b514a99c279,2023-09-17,Shell,Cash,user_4,account_5,Savings,,Deniseborough,VISA 16 digit,USD,0.0,3143.82,Transportation,Public Transit,52346.38,False
136a01d5-e2dc-4a23-84e7-d579c8ecd8e4,2025-07-10,Gym Membership,Transfer,user_2,account_6,Credit Card,,West Vicki,VISA 19 digit,USD,131.97,0.0,Health & Fitness,N/A,2142775.620000001,False
50b2ad77-a65f-46f8-a201-67b6b448703d,2024-07-21,Comcast,Transfer,user_1,account_1,Savings,,East Brandon,Cash,USD,0.0,3041.79,Utilities,Electricity,945046.6000000011,False
3c007d8a-2e60-4e2f-b1bb-d0b13c15abb7,2023-10-25,Gym Membership,Cash,user_5,account_4,Credit Card,Interesting government election able.,West Amanda,Cash,USD,0.0,1086.67,Health & Fitness,N/A,220707.13,False
36aec00e-bea0-4c4b-ae4f-b8b63f33b3ff,2025-02-16,Bradley LLC,POS Debit,user_1,account_10,Checking,,Lake Jessica,Cash,USD,0.0,1056.52,Miscellaneous,,1751302.1200000027,False
aad6f9cd-8f0b-4c0b-a290-b04ded32b8c4,2025-06-10,Gym Membership,ATM Withdrawal,user_1,account_3,Checking,,New Adrian,Diners Club / Carte Blanche,USD,0.0,2602.9,Health & Fitness,N/A,2078152.5400000007,False
ff8d3842-33a4-4721-90e8-0ac2fd1af0c1,2025-08-19,Weiss-Mays,POS Debit,user_4,account_4,Credit Card,,Port Joanna,JCB 16 digit,USD,0.0,3.67,Miscellaneous,,2245928.7699999996,False
998246bf-8321-42a8-bc36-af1387e1a3e7,2024-10-12,Fox-Morgan,Cash,user_1,account_4,Credit Card,Out big everybody perhaps his someone.,Samanthashire,VISA 13 digit,USD,0.0,3692.13,Miscellaneous,,1211279.229999999,False
b5f629c0-79df-40fd-bde1-2d77e84abdc0,2024-06-22,Johnson Inc,Transfer,user_5,account_5,Credit Card,,Virginiastad,Cash,USD,0.0,4751.56,Miscellaneous,,959567.6000000004,False
e1738379-89f3-4f3a-897a-40fa51dd12ae,2024-08-22,Shell,Online Payment,user_3,account_8,Credit Card,,South Taraton,Cash,USD,0.0,1076.89,Transportation,Gas,1130465.9300000006,False
362130aa-0f96-47a7-9f29-5a6114a7599a,2025-06-29,Uber,Transfer,user_4,account_8,Checking,Increase wear certain school return.,Port Kathleenstad,Cash,USD,0.0,1606.58,Transportation,Public Transit,2108958.1,False
790390c0-3e9e-4f53-b8b2-371d9c389cee,2025-08-25,Amazon.com,POS Debit,user_1,account_2,Credit Card,,New Jasonside,JCB 16 digit,USD,0.0,1188.37,Shopping,Online,2301006.140000003,False
b55aa097-05c1-44f6-bd89-d7cc008a574f,2024-02-10,Dean Ltd,POS Debit,user_4,account_2,Credit Card,,Jenniferborough,Cash,USD,0.0,1815.89,Miscellaneous,,537976.6600000001,False
d0c37ec9-0eff-44fa-894c-4c433cc4d020,2025-04-20,Edwards-Campbell,POS Debit,user_3,account_7,Savings,So get need education call hour character ready.,Carsonton,Mastercard,USD,0.0,1733.68,Miscellaneous,,1740663.2299999986,False
6c667d76-4e47-4da9-866b-e092e2fb74d0,2024-09-19,Comcast,Transfer,user_1,account_1,Savings,Certainly lawyer daughter institution go.,Nataliefurt,Cash,USD,0.0,1983.63,Utilities,Electricity,1121890.380000001,False
8b3ad51c-c203-4c5c-a306-d251d455f2e6,2024-01-31,Whole Foods,ACH Credit,user_2,account_4,Credit Card,View worry run.,North Lauramouth,Cash,USD,0.0,3330.78,Groceries,Snacks,443785.0799999998,False
7b326557-c8a8-4051-8c0d-c2f2ff64dbab,2025-07-04,Manning Ltd,POS Debit,user_2,account_8,Credit Card,,Davidview,Discover,USD,0.0,3926.06,Miscellaneous,,2135926.97,False
00310f16-bea6-4f27-bca2-9515d8fccf93,2024-09-25,"Barber, Peterson and Martinez",ACH Credit,user_2,account_8,Checking,,North Courtneyburgh,Cash,USD,0.0,1107.78,Miscellaneous,,1232596.480000001,False
23327274-9d0b-4932-b689-0fa12c92aad4,2023-10-06,Spotify,Online Payment,user_5,account_7,Savings,While yet under difference.,Thomasberg,Cash,USD,0.0,166.43,Entertainment,,133046.08999999997,False
b0d1b129-758d-4efc-86e6-97be8b1b00be,2025-04-21,Target,Transfer,user_3,account_3,Credit Card,,New Matthewville,VISA 19 digit,USD,0.0,3495.49,Shopping,Apparel,1894647.290000001,False
e2ac847f-a569-4693-8a0c-a0fba4d28ac4,2024-01-02,Patterson-Mueller,ACH Credit,user_5,account_8,Checking,Never thousand per must meeting.,Reedmouth,Cash,USD,489.12,0.0,Miscellaneous,,450462.80000000005,False
4e506b63-ce58-440b-a533-445ac4e184e6,2025-06-28,Amazon.com,ATM Withdrawal,user_1,account_1,Credit Card,,Sanchezchester,JCB 15 digit,USD,0.0,4546.05,Shopping,Online,2025165.6600000001,False
e4b45bbe-253e-44a1-beaf-f5a60495a4af,2024-01-15,Spotify,Transfer,user_3,account_8,Credit Card,Sort with service factor.,Lake Michaelmouth,Cash,USD,0.0,4784.16,Entertainment,Movies,488636.72000000003,False
2737f965-c72c-42d3-bcb4-68f95aff1415,2024-05-23,"Jefferson, Henderson and Johnson",ATM Withdrawal,user_4,account_9,Credit Card,,Jasonstad,JCB 15 digit,USD,317.5,0.0,Miscellaneous,,860334.6699999996,False
492d54f5-7fe5-435d-b18b-d3b36dd3826a,2025-07-26,Silva-Nichols,ATM Withdrawal,user_1,account_5,Savings,Low wife society play suddenly growth.,Lake Robert,Discover,USD,0.0,4155.22,Miscellaneous,,2111428.55,False
445adbca-1bd1-4069-908e-1be6b260edfe,2024-01-31,Freelance Income,Transfer,user_1,account_6,Credit Card,,Aguilarport,VISA 16 digit,USD,49.65,0.0,Income,,522166.47000000026,False
c3546c7b-87c5-4207-9830-c50c62bc9902,2025-06-05,Phillips-Davis,POS Debit,user_3,account_5,Savings,Individual machine bad nothing senior attack.,Haydenbury,American Express,USD,0.0,4679.22,Miscellaneous,,1939953.5499999998,False
82455bf2-f90e-41d3-b1b9-3a5403c35095,2024-07-21,Dr. Smith MD,Online Payment,user_2,account_1,Checking,,Masonshire,Cash,USD,0.0,3484.11,Health & Medical,N/A,953173.0800000011,False
ba79744e-61db-46b8-b1ed-b41c1309b2bb,2025-02-25,Mcknight Inc,POS Debit,user_4,account_6,Savings,Edge teach least fast those energy.,West Rebeccaville,Cash,USD,0.0,2775.52,Miscellaneous,,1699537.9700000007,False
ad16c96e-6134-4683-ac7f-db85a45f1aad,2023-12-14,Gym Membership,ACH Credit,user_2,account_5,Savings,,Benjamintown,Cash,USD,318.45,0.0,Health & Fitness,N/A,299365.9299999999,False
a292aa65-e71d-49b0-b054-ece219149f71,2024-11-24,Paycheck,Online Payment,user_2,account_7,Checking,,Fritzfurt,Cash,USD,351.13,0.0,Income,Salary,1350068.559999999,True
d253e403-ce96-4a5f-b22a-aa532a7a33dd,2023-12-19,Gallagher-Proctor,Cash,user_2,account_8,Checking,,North Josephville,VISA 19 digit,USD,0.0,3298.98,Miscellaneous,,395627.0399999999,False
eb620863-a1d5-4e47-80fd-03c28690ebd9,2024-02-25,Conner LLC,Transfer,user_4,account_7,Checking,,New Natalieberg,Cash,USD,0.0,3875.57,Miscellaneous,,546346.65,False
